"A1JV1607029","06C0315000",2016-07-10 00:00:00,730,2018-07-10 00:00:00,23600.00,0.06000,"RG","","TF20160729","",0,"","SCEG",,"305",0,"","",,
"A1JV1609002","15M0737000",2016-09-01 00:00:00,730,2018-09-01 00:00:00,590000.00,0.07000,"RG","","TF20160902","",0,"","SCEG",,"305",0,"","",,
"A1JV1607048","26M1274000",2016-07-17 00:00:00,730,2018-07-17 00:00:00,305856.00,0.07000,"RG","","TF20160748","",0,"","SCEG",,"305",0,"","",,
"A1JV1607059","47D0135002",2016-07-22 00:00:00,730,2018-07-22 00:00:00,30340.92,0.06000,"RG","","TD20160760","",0,"","SCEG",,"305",0,"","",,
"A1JV1608001","06M3575000",2016-08-01 00:00:00,730,2018-08-01 00:00:00,283200.00,0.07000,"RG","","TF20160801","",0,"","SCEG",,"305",0,"","",,
"A1JV1608018","28M1893000",2016-08-09 00:00:00,730,2018-08-09 00:00:00,108560.00,0.07000,"RG","","TF20160818","",0,"","SCEG",,"305",0,"","",,
"A1JV1608036","06C0315000",2016-08-24 00:00:00,730,2018-08-24 00:00:00,76230.36,0.06000,"RG","","TF20160836","",0,"","SCEG",,"305",0,"","",,
"A1JV1607006","15M3843000",2016-07-02 00:00:00,730,2018-07-02 00:00:00,59000.00,0.06000,"RG","","TF20160707","",0,"","SCEG",,"305",0,"","",,
"A1JV1607058","47D0135007",2016-07-22 00:00:00,730,2018-07-22 00:00:00,52186.37,0.06000,"RG","","TF20160759","",0,"","SCEG",,"305",0,"","",,
"A1JV1609003","32M0868000",2016-09-01 00:00:00,730,2018-09-01 00:00:00,1416000.00,0.07000,"RG","","TF20160903","",0,"","SCEG",,"305",0,"","",,
"A1JV1609009","22M0794000",2016-09-04 00:00:00,730,2018-09-04 00:00:00,59000.00,0.06000,"RG","","TF20160911","",0,"","SCEG",,"305",0,"","",,
"A1JV1609010","47D0135007",2016-09-02 00:00:00,730,2018-09-02 00:00:00,10000.00,0.06000,"RG","","TF20160912","",0,"","SCEG",,"305",0,"","",,
"A1JV1609014","63M2350000",2016-09-11 00:00:00,730,2018-09-11 00:00:00,236000.00,0.07000,"RG","","TD20160916","",0,"","SCEG",,"305",0,"","",,
"A1JV1609016","03M5614000",2016-09-11 00:00:00,730,2018-09-11 00:00:00,118000.00,0.07000,"RG","","TD20160917","",0,"","SCEG",,"305",0,"","",,
"A1JV1609017","22M0794000",2016-09-12 00:00:00,730,2018-09-12 00:00:00,59000.00,0.06000,"RG","","TF20160918","",0,"","SCEG",,"305",0,"","",,
"A1JV1609015","06C0315000",2016-09-15 00:00:00,730,2018-09-15 00:00:00,20000.00,0.06000,"RG","","TF20160960","",0,"","SCEG",,"305",0,"","",,
"A1JV1609025","03M5614000",2016-09-15 00:00:00,730,2018-09-15 00:00:00,118000.00,0.07000,"RG","","TF20160928","",0,"","SCEG",,"305",0,"","",,
"A1JV1609042","03D0673000",2016-09-23 00:00:00,730,2018-09-23 00:00:00,236000.00,0.07000,"RG","","TF20160944","",0,"","SCEG",,"305",0,"","",,
"A1JV1609047","03M5614000",2016-09-25 00:00:00,730,2018-09-25 00:00:00,118000.00,0.07000,"RG","","TF20160950","",0,"","SCEG",,"305",0,"","",,
"A1JV1609049","03M5614000",2016-09-26 00:00:00,730,2018-09-26 00:00:00,118000.00,0.07000,"RG","","TF20160952","",0,"","SCEG",,"305",0,"","",,
"A1JV1610050","03M4990000",2016-10-16 00:00:00,730,2018-10-16 00:00:00,500000.00,0.07000,"RG","","TF20161051","",0,"","SCEG",,"305",0,"","",,
"A1JV1610013","15M0737000",2016-10-04 00:00:00,730,2018-10-04 00:00:00,295000.00,0.07000,"RG","","TF20161013","",0,"","SCEG",,"305",0,"","",,
"A1JV1610014","15M0737000",2016-10-04 00:00:00,730,2018-10-04 00:00:00,295000.00,0.07000,"RG","","TF20161014","",0,"","SCEG",,"305",0,"","",,
"A1JV1610015","06C0315000",2016-10-04 00:00:00,730,2018-10-04 00:00:00,23600.00,0.06000,"RG","","TF20161015","",0,"","SCEG",,"305",0,"","",,
"A1JV1610025","06C0315000",2016-10-08 00:00:00,730,2018-10-08 00:00:00,25000.00,0.06000,"RG","","TF20161025","",0,"","SCEG",,"305",0,"","",,
"A1JV1610029","03M5614000",2016-10-09 00:00:00,730,2018-10-09 00:00:00,118000.00,0.07000,"RG","","TF20161029","",0,"","SCEG",,"305",0,"","",,
"A1JV1610049","32M0868000",2016-10-16 00:00:00,730,2018-10-16 00:00:00,464901.12,0.07000,"RG","","TF20161050","",0,"","SCEG",,"305",0,"","",,
"A1JV1610051","03M4990000",2016-10-16 00:00:00,730,2018-10-16 00:00:00,500000.00,0.07000,"RG","","TF20161052","",0,"","SCEG",,"305",0,"","",,
"A1JV1610075","15M2992000",2016-10-25 00:00:00,730,2018-10-25 00:00:00,500000.00,0.07000,"RG","","TF20161076","",0,"","SCEG",,"305",0,"","",,
"A1JV1610087","28M1893000",2016-10-31 00:00:00,730,2018-10-31 00:00:00,129800.00,0.07000,"RG","","TF20161088","",0,"","SCEG",,"305",0,"","",,
"A1JV1611026","06C0315000",2016-11-18 00:00:00,730,2018-11-18 00:00:00,35400.00,0.06000,"RG","","TF20161128","",0,"","SCEG",,"305",0,"","",,
"A1JV1611033","22M0794000",2016-11-26 00:00:00,730,2018-11-26 00:00:00,84960.00,0.06000,"RG","","TF20161135","",0,"","SCEG",,"305",0,"","",,
"A1JV1612008","46M0868001",2016-12-05 00:00:00,730,2018-12-05 00:00:00,70800.00,0.06000,"RG","","TD20161208","",0,"","SCEG",,"305",0,"","",,
"A1JV1612010","32M0868000",2016-12-07 00:00:00,730,2018-12-07 00:00:00,244384.97,0.07000,"RG","","TF20161210","",0,"","SCEG",,"305",0,"","",,
"A1JV1609040","03D0673000",2016-09-23 00:00:00,730,2018-09-23 00:00:00,236000.00,0.07000,"RG","","TF20160943","",0,"","SCEG",,"305",0,"","",,
"A1JV1612029","0329810000",2016-12-18 00:00:00,730,2018-12-18 00:00:00,82600.00,0.06000,"RG","","TF20161212","",0,"","SCEG",,"305",0,"","",,
"A1JV1612036","06C0315000",2016-12-23 00:00:00,730,2018-12-23 00:00:00,29307.66,0.06000,"RG","","TF20161236","",0,"","SCEG",,"305",0,"","",,
"A1JV1612045","15M3843000",2016-12-29 18:30:02,730,2018-12-29 00:00:00,92040.00,0.06000,"RG","","TF20161245","",0,"","SCEG",,"305",0,"","",,
"A1JV1701011","06C0315000",2017-01-03 00:00:00,730,2019-01-03 00:00:00,20532.00,0.06000,"RG","","TF20170111","",0,"","SCEG",,"305",0,"","",,
"A1JV1701024","26M1767000",2017-01-07 00:00:00,730,2019-01-07 00:00:00,228644.35,0.07000,"RG","","TF20170135","",0,"","SCEG",,"305",0,"","",,
"A1JV1701025","22M4141000",2017-01-07 00:00:00,730,2019-01-07 00:00:00,116000.00,0.07000,"RG","","TF20170136","",0,"","SCEG",,"305",0,"","",,
"A1JV1701039","06C0315000",2017-01-11 00:00:00,730,2019-01-11 00:00:00,13688.00,0.06000,"RG","","TF20170144","",0,"","SCEG",,"305",0,"","",,
"A1JV1701040","06C0315000",2017-01-11 00:00:00,730,2019-01-11 00:00:00,13688.00,0.06000,"RG","","TF20170145","",0,"","SCEG",,"305",0,"","",,
"A1JV1701049","28M2955000",2017-01-15 00:00:00,730,2019-01-15 00:00:00,236528.64,0.07000,"RG","","TF20170154","",0,"","SCEG",,"305",0,"","",,
"A1JV1701076","63M2350000",2017-01-27 00:00:00,730,2019-01-27 00:00:00,273760.00,0.07000,"RG","","TF20170182","",0,"","SCEG",,"305",0,"","",,
"A1JV1701083","06C0315000",2017-01-30 00:00:00,730,2019-01-30 00:00:00,58000.00,0.06000,"RG","","TF20170189","",0,"","SCEG",,"305",0,"","",,
"A1JV1701085","06C0315000",2017-01-31 00:00:00,730,2019-01-31 00:00:00,10000.00,0.06000,"RG","","TF20170170","",0,"","SCEG",,"305",0,"","",,
"A1JV1702011","15M3843000",2017-02-06 00:00:00,730,2019-02-06 00:00:00,34800.00,0.06000,"RG","","TF20170213","",0,"","SCEG",,"305",0,"","",,
"A1JV1702012","15M3843000",2017-02-06 00:00:00,730,2019-02-06 00:00:00,116000.00,0.07000,"RG","","TF20170214","",0,"","SCEG",,"305",0,"","",,
"A1JV1702013","15M3843000",2017-02-06 00:00:00,730,2019-02-06 00:00:00,116000.00,0.07000,"RG","","TF20170215","",0,"","SCEG",,"305",0,"","",,
"A1JV1702021","40M1587000",2017-02-09 00:00:00,730,2019-02-09 00:00:00,68440.00,0.06000,"RG","","TF20170223","",0,"","SCEG",,"305",0,"","",,
"A1JV1702022","40M1587000",2017-02-09 00:00:00,730,2019-02-09 00:00:00,68440.00,0.06000,"RG","","TF20170224","",0,"","SCEG",,"305",0,"","",,
"A1JV1702027","15M2219000",2017-02-14 00:00:00,730,2019-02-14 00:00:00,136880.00,0.07000,"RG","","TF20170229","",0,"","SCEG",,"305",0,"","",,
"A1JV1702031","06C0315000",2017-02-16 00:00:00,730,2019-02-16 00:00:00,19113.77,0.06000,"RG","","TF20170234","",0,"","SCEG",,"305",0,"","",,
"A1JV1702032","06C0315000",2017-02-16 00:00:00,730,2019-02-16 00:00:00,16425.60,0.06000,"RG","","TF20170235","",0,"","SCEG",,"305",0,"","",,
"A1JV1702033","06C0315000",2017-02-16 00:00:00,730,2019-02-16 00:00:00,16425.60,7.30000,"RG","","TF20170236","",0,"","SCEG",,"305",0,"","",,
"A1JV1702034","22M0794000",2017-02-16 00:00:00,730,2019-02-16 00:00:00,82128.00,0.06000,"RG","","TF20170237","",0,"","SCEG",,"305",0,"","",,
"A1JV1702038","03M4497000",2017-02-21 00:00:00,730,2019-02-21 00:00:00,24638.40,0.06000,"RG","","TF20170241","",0,"","SCEG",,"305",0,"","",,
